Timestamp_s,Force,Respiration Rate,Step Rate,Steps
1733331610.9011009,-4.498077392578125,0.0,0.0,81.0
1733331611.0540116,-4.498077392578125,nan,nan,nan
1733331611.1610813,-4.5031890869140625,nan,nan,nan
1733331611.2714074,-4.505744934082031,nan,nan,nan
1733331611.380303,-4.505744934082031,nan,nan,nan
1733331611.4890537,-4.5031890869140625,nan,nan,nan
1733331611.5986857,-4.498077392578125,nan,nan,nan
1733331611.7082229,-4.498077392578125,nan,nan,nan
1733331611.8167667,-4.495521545410156,nan,nan,nan
1733331611.9260383,-4.498077392578125,nan,nan,nan
1733331612.035683,-4.498077392578125,nan,nan,nan
1733331612.1462953,-4.498077392578125,nan,nan,nan
1733331612.255421,-4.495521545410156,nan,nan,nan
1733331612.364015,-4.4929656982421875,nan,nan,nan
1733331612.4743624,-4.49041748046875,nan,nan,nan
1733331612.582275,-4.487861633300781,nan,nan,nan
1733331612.6892397,-4.4853057861328125,nan,nan,nan
1733331612.7982662,-4.487861633300781,nan,nan,nan
1733331612.907319,-4.487861633300781,nan,nan,nan
1733331613.0163827,-4.487861633300781,nan,nan,nan
1733331613.1260517,-4.49041748046875,nan,nan,nan
1733331613.2340226,-4.495521545410156,nan,nan,nan
1733331613.341931,-4.495521545410156,nan,nan,nan
1733331613.4503138,-4.495521545410156,nan,nan,nan
1733331613.557276,-4.498077392578125,nan,nan,nan
1733331613.665786,-4.495521545410156,nan,nan,nan
1733331613.772608,-4.495521545410156,nan,nan,nan
1733331613.8822606,-4.49041748046875,nan,nan,nan
1733331613.9911575,-4.49041748046875,nan,nan,nan
1733331614.1004114,-4.49041748046875,nan,nan,nan
1733331614.2086647,-4.487861633300781,nan,nan,nan
1733331614.317093,-4.49041748046875,nan,nan,nan
1733331614.4261248,-4.49041748046875,nan,nan,nan
1733331614.535057,-4.49041748046875,nan,nan,nan
1733331614.644016,-4.4929656982421875,nan,nan,nan
1733331614.7499948,-4.49041748046875,nan,nan,nan
1733331614.8589265,-4.4929656982421875,nan,nan,nan
1733331614.9673665,-4.49041748046875,nan,nan,nan
1733331615.076054,-4.49041748046875,nan,nan,nan
1733331615.1849816,-4.4929656982421875,nan,nan,nan
1733331615.2940981,-4.495521545410156,nan,nan,nan
1733331615.4017334,-4.495521545410156,nan,nan,nan
1733331615.508983,-4.4929656982421875,nan,nan,nan
1733331615.617104,-4.4929656982421875,nan,nan,nan
1733331615.7276578,-4.4929656982421875,nan,nan,nan
1733331615.8360548,-4.49041748046875,nan,nan,nan
1733331615.9450216,-4.4929656982421875,nan,nan,nan
1733331616.0544941,-4.49041748046875,nan,nan,nan
