Timestamp_s,Force,Respiration Rate,Step Rate,Steps
1733289400.2816749,5.8288116455078125,23.758098602294922,0.0,0.0
1733289400.403446,6.1405181884765625,nan,nan,nan
1733289400.5121827,6.4062347412109375,nan,nan,nan
1733289400.621125,6.776710510253906,nan,nan,nan
1733289400.7275345,7.1165313720703125,nan,nan,nan
1733289400.8364787,7.259605407714844,nan,nan,nan
1733289400.9453936,7.15740966796875,nan,nan,nan
1733289401.0559883,6.970893859863281,nan,nan,nan
1733289401.163634,6.669403076171875,nan,nan,nan
1733289401.2734048,6.265716552734375,nan,nan,nan
1733289401.3831005,5.941230773925781,nan,nan,nan
1733289401.4920857,5.64739990234375,nan,nan,nan
1733289401.6016245,5.3944549560546875,nan,nan,nan
1733289401.7110012,5.20794677734375,nan,nan,nan
1733289401.8193283,5.016319274902344,nan,nan,nan
1733289401.92744,4.873237609863281,nan,nan,nan
1733289402.035456,4.7608184814453125,nan,nan,nan
1733289402.1441696,4.7046051025390625,nan,nan,nan
1733289402.2527132,4.6739501953125,nan,nan,nan
1733289402.3612905,4.6407318115234375,nan,nan,nan
1733289402.470113,4.6330718994140625,nan,nan,nan
1733289402.5789924,4.584526062011719,nan,nan,nan
1733289402.6873426,4.553863525390625,nan,nan,nan
1733289402.7973325,4.505317687988281,nan,nan,nan
1733289402.9048038,4.449104309082031,nan,nan,nan
1733289403.013754,4.495094299316406,nan,nan,nan
1733289403.1237109,4.653511047363281,nan,nan,nan
1733289403.232647,4.9320068359375,nan,nan,nan
1733289403.342562,5.253936767578125,nan,nan,nan
1733289403.4518585,5.724052429199219,nan,nan,nan
1733289403.5613787,6.375579833984375,nan,nan,nan
1733289403.6701274,7.0500946044921875,nan,nan,nan
1733289403.77882,7.420570373535156,nan,nan,nan
1733289403.8882842,7.15740966796875,nan,nan,nan
1733289403.997781,6.6923980712890625,nan,nan,nan
1733289404.1067579,6.3244781494140625,nan,nan,nan
1733289404.215255,6.245269775390625,nan,nan,nan
1733289404.324085,6.449676513671875,nan,nan,nan
1733289404.4337542,6.54931640625,nan,nan,nan
1733289404.5426757,6.45733642578125,nan,nan,nan
1733289404.6506596,6.08941650390625,nan,nan,nan
1733289404.7602165,5.764930725097656,nan,nan,nan
1733289404.8686185,5.639739990234375,nan,nan,nan
1733289404.9779294,5.42767333984375,nan,nan,nan
1733289405.0872478,5.1568450927734375,nan,nan,nan
1733289405.1976492,4.94989013671875,nan,nan,nan
1733289405.3064747,4.901344299316406,nan,nan,nan
1733289405.4149208,4.929450988769531,nan,nan,nan
1733289405.5248446,5.069976806640625,nan,nan,nan
1733289405.633547,6.143074035644531,nan,nan,nan
