Timestamp_s,Force,Respiration Rate,Step Rate,Steps
1733291446.4325967,4.561531066894531,2.0818874835968018,0.0,21.0
1733291446.5606382,4.4388885498046875,nan,nan,nan
1733291446.671338,4.385231018066406,nan,nan,nan
1733291446.7796474,4.45166015625,nan,nan,nan
1733291446.8872747,4.781257629394531,nan,nan,nan
1733291446.9960852,5.126182556152344,nan,nan,nan
1733291447.1060627,5.085304260253906,nan,nan,nan
1733291447.216337,5.113410949707031,nan,nan,nan
1733291447.3258798,5.31781005859375,nan,nan,nan
1733291447.4349508,5.540092468261719,nan,nan,nan
1733291447.5442214,5.925895690917969,nan,nan,nan
1733291447.6530654,6.321922302246094,nan,nan,nan
1733291447.7628725,6.723060607910156,nan,nan,nan
1733291447.8721373,6.8814697265625,nan,nan,nan
1733291447.9807894,6.551872253417969,nan,nan,nan
1733291448.0893197,6.068977355957031,nan,nan,nan
1733291448.1980927,5.4685516357421875,nan,nan,nan
1733291448.3073285,4.9805450439453125,nan,nan,nan
1733291448.4159245,4.9320068359375,nan,nan,nan
1733291448.5258288,5.02398681640625,nan,nan,nan
1733291448.6336813,5.049530029296875,nan,nan,nan
1733291448.7432797,4.9728851318359375,nan,nan,nan
1733291448.852557,4.9166717529296875,nan,nan,nan
1733291448.9620507,4.937110900878906,nan,nan,nan
1733291449.072572,4.977996826171875,nan,nan,nan
1733291449.1845844,5.011207580566406,nan,nan,nan
1733291449.2945375,4.942222595214844,nan,nan,nan
1733291449.404737,4.970329284667969,nan,nan,nan
1733291449.5136545,5.057197570800781,nan,nan,nan
1733291449.6211233,5.105743408203125,nan,nan,nan
1733291449.7302964,5.282035827636719,nan,nan,nan
1733291449.8385024,5.374015808105469,nan,nan,nan
1733291449.948063,5.491546630859375,nan,nan,nan
1733291450.0576706,5.731719970703125,nan,nan,nan
1733291450.166035,5.826255798339844,nan,nan,nan
1733291450.2745955,5.879905700683594,nan,nan,nan
1733291450.382944,5.7368316650390625,nan,nan,nan
1733291450.4912767,5.453224182128906,nan,nan,nan
1733291450.6000662,5.228385925292969,nan,nan,nan
1733291450.709158,4.9090118408203125,nan,nan,nan
1733291450.8192098,4.699501037597656,nan,nan,nan
1733291450.9282637,4.5206451416015625,nan,nan,nan
1733291451.038188,4.362236022949219,nan,nan,nan
1733291451.1475074,4.303474426269531,nan,nan,nan
1733291451.2568126,4.211494445800781,nan,nan,nan
1733291451.3649387,4.193611145019531,nan,nan,nan
