Timestamp_s,Force,Respiration Rate,Step Rate,Steps
1733286659.8735867,-4.518516540527344,0.0,0.0,61.0
1733286659.9972978,-4.518516540527344,nan,nan,nan
1733286660.1058528,-4.518516540527344,nan,nan,nan
1733286660.2153354,-4.5210723876953125,nan,nan,nan
1733286660.3242912,-4.523628234863281,nan,nan,nan
1733286660.4325285,-4.52618408203125,nan,nan,nan
1733286660.541063,-4.528739929199219,nan,nan,nan
1733286660.6509953,-4.5312957763671875,nan,nan,nan
1733286660.7601094,-4.533851623535156,nan,nan,nan
1733286660.8699389,-4.533851623535156,nan,nan,nan
1733286660.9778366,-4.533851623535156,nan,nan,nan
1733286661.0871584,-4.5312957763671875,nan,nan,nan
1733286661.1950805,-4.528739929199219,nan,nan,nan
1733286661.3046846,-4.52618408203125,nan,nan,nan
1733286661.4125307,-4.523628234863281,nan,nan,nan
1733286661.5210598,-4.523628234863281,nan,nan,nan
1733286661.6295402,-4.5210723876953125,nan,nan,nan
1733286661.7373292,-4.518516540527344,nan,nan,nan
1733286661.8465784,-4.518516540527344,nan,nan,nan
1733286661.956781,-4.518516540527344,nan,nan,nan
1733286662.0677657,-4.518516540527344,nan,nan,nan
1733286662.177081,-4.515960693359375,nan,nan,nan
1733286662.2865734,-4.515960693359375,nan,nan,nan
1733286662.3956962,-4.515960693359375,nan,nan,nan
1733286662.5048544,-4.518516540527344,nan,nan,nan
1733286662.6136484,-4.518516540527344,nan,nan,nan
1733286662.7228372,-4.5134124755859375,nan,nan,nan
1733286662.8309515,-4.515960693359375,nan,nan,nan
1733286662.941013,-4.518516540527344,nan,nan,nan
1733286663.0488932,-4.518516540527344,nan,nan,nan
1733286663.1573484,-4.515960693359375,nan,nan,nan
1733286663.266277,-4.515960693359375,nan,nan,nan
1733286663.3743272,-4.518516540527344,nan,nan,nan
1733286663.4845798,-4.5210723876953125,nan,nan,nan
1733286663.5943046,-4.523628234863281,nan,nan,nan
1733286663.7017846,-4.523628234863281,nan,nan,nan
1733286663.8096483,-4.523628234863281,nan,nan,nan
1733286663.918166,-4.52618408203125,nan,nan,nan
1733286664.0277948,-4.5312957763671875,nan,nan,nan
1733286664.136172,-4.5312957763671875,nan,nan,nan
1733286664.244155,-4.5312957763671875,nan,nan,nan
1733286664.352698,-4.528739929199219,nan,nan,nan
1733286664.4598339,-4.528739929199219,nan,nan,nan
1733286664.5675235,-4.52618408203125,nan,nan,nan
1733286664.677071,-4.52618408203125,nan,nan,nan
1733286664.7848287,-4.52618408203125,nan,nan,nan
1733286664.8939526,-4.523628234863281,nan,nan,nan
1733286665.0025434,-4.518516540527344,nan,nan,nan
1733286665.1118264,-4.518516540527344,nan,nan,nan
1733286665.2197926,-4.518516540527344,nan,nan,nan
1733286665.3293104,-4.5210723876953125,nan,nan,nan
1733286665.4381633,-4.515960693359375,nan,nan,nan
1733286665.5471966,-4.5134124755859375,nan,nan,nan
1733286665.6551864,-4.518516540527344,nan,nan,nan
1733286665.763764,-4.518516540527344,nan,nan,nan
1733286665.8724568,-4.5210723876953125,nan,nan,nan
1733286665.9826965,-4.5210723876953125,nan,nan,nan
1733286666.0903373,-4.518516540527344,nan,nan,nan
1733286666.2007093,-4.515960693359375,nan,nan,nan
1733286666.3088784,-4.515960693359375,nan,nan,nan
1733286666.4172819,-4.515960693359375,nan,nan,nan
1733286666.5280523,-4.518516540527344,nan,nan,nan
1733286666.637905,-4.5210723876953125,nan,nan,nan
1733286666.746411,-4.5210723876953125,nan,nan,nan
1733286666.8548923,-4.518516540527344,nan,nan,nan
1733286666.964195,-4.518516540527344,nan,nan,nan
1733286667.072581,-4.523628234863281,nan,nan,nan
1733286667.1827216,-4.528739929199219,nan,nan,nan
1733286667.2939026,-4.528739929199219,nan,nan,nan
1733286667.4010823,-4.528739929199219,nan,nan,nan
1733286667.5103836,-4.5312957763671875,nan,nan,nan
1733286667.6189826,-4.5312957763671875,nan,nan,nan
1733286667.7264543,-4.533851623535156,nan,nan,nan
1733286667.83585,-4.533851623535156,nan,nan,nan
1733286667.9447317,-4.5312957763671875,nan,nan,nan
1733286668.052909,-4.528739929199219,nan,nan,nan
1733286668.1612506,-4.523628234863281,nan,nan,nan
1733286668.2698777,-4.523628234863281,nan,nan,nan
1733286668.37952,-4.523628234863281,nan,nan,nan
1733286668.488337,-4.523628234863281,nan,nan,nan
1733286668.5971673,-4.5210723876953125,nan,nan,nan
1733286668.7053354,-4.5210723876953125,nan,nan,nan
1733286668.815446,-4.5210723876953125,nan,nan,nan
1733286668.9238644,-4.5210723876953125,nan,nan,nan
1733286669.0328875,-4.518516540527344,nan,nan,nan
1733286669.1424885,-4.518516540527344,nan,nan,nan
1733286669.2507973,-4.518516540527344,nan,nan,nan
1733286669.3605318,-4.518516540527344,nan,nan,nan
1733286669.4687319,-4.518516540527344,nan,nan,nan
1733286669.575522,-4.5210723876953125,nan,nan,nan
1733286669.685877,-4.515960693359375,nan,nan,nan
1733286669.795534,-4.518516540527344,nan,nan,nan
1733286669.9027634,-4.518516540527344,nan,nan,nan
1733286670.011866,-4.518516540527344,nan,nan,nan
1733286670.1198058,-4.5210723876953125,nan,nan,nan
1733286670.229685,-4.5210723876953125,nan,nan,nan
1733286670.3387885,-4.5210723876953125,nan,nan,nan
1733286670.4476576,-4.52618408203125,nan,nan,nan
1733286670.5548434,-4.528739929199219,nan,nan,nan
1733286670.6635783,-4.528739929199219,nan,nan,nan
1733286670.772592,-4.528739929199219,0.0,0.0,nan
1733286670.881797,-4.528739929199219,nan,nan,nan
1733286670.9906983,-4.52618408203125,nan,nan,nan
1733286671.098887,-4.528739929199219,nan,nan,nan
1733286671.2089212,-4.52618408203125,nan,nan,nan
1733286671.3175423,-4.523628234863281,nan,nan,nan
1733286671.4261765,-4.523628234863281,nan,nan,nan
1733286671.5343604,-4.523628234863281,nan,nan,nan
1733286671.6438487,-4.5210723876953125,nan,nan,nan
1733286671.7528374,-4.5210723876953125,nan,nan,nan
1733286671.8612344,-4.518516540527344,nan,nan,nan
1733286671.9702916,-4.518516540527344,nan,nan,nan
1733286672.0801575,-4.5210723876953125,nan,nan,nan
1733286672.187691,-4.5210723876953125,nan,nan,nan
1733286672.295741,-4.5210723876953125,nan,nan,nan
1733286672.4047909,-4.518516540527344,nan,nan,nan
1733286672.5145664,-4.5210723876953125,nan,nan,nan
1733286672.623858,-4.518516540527344,nan,nan,nan
1733286672.7326765,-4.518516540527344,nan,nan,nan
1733286672.840341,-4.5210723876953125,nan,nan,nan
1733286672.9487658,-4.5210723876953125,nan,nan,nan
1733286673.0583184,-4.518516540527344,nan,nan,nan
1733286673.1671221,-4.518516540527344,nan,nan,nan
1733286673.2769108,-4.518516540527344,nan,nan,nan
1733286673.3861353,-4.518516540527344,nan,nan,nan
1733286673.494496,-4.518516540527344,nan,nan,nan
1733286673.6030014,-4.5210723876953125,nan,nan,nan
1733286673.7125347,-4.523628234863281,nan,nan,nan
1733286673.8207393,-4.52618408203125,nan,nan,nan
1733286673.9313052,-4.52618408203125,nan,nan,nan
1733286674.0397224,-4.528739929199219,nan,nan,nan
1733286674.147952,-4.5312957763671875,nan,nan,nan
1733286674.2571764,-4.528739929199219,nan,nan,nan
1733286674.365025,-4.52618408203125,nan,nan,nan
1733286674.4728434,-4.52618408203125,nan,nan,nan
1733286674.5819051,-4.52618408203125,nan,nan,nan
1733286674.6927488,-4.52618408203125,nan,nan,nan
1733286674.8027081,-4.5210723876953125,nan,nan,nan
1733286674.9107485,-4.518516540527344,nan,nan,nan
1733286675.0188963,-4.518516540527344,nan,nan,nan
1733286675.1270666,-4.518516540527344,nan,nan,nan
1733286675.234773,-4.518516540527344,nan,nan,nan
1733286675.3439605,-4.515960693359375,nan,nan,nan
1733286675.4542043,-4.515960693359375,nan,nan,nan
1733286675.5628488,-4.518516540527344,nan,nan,nan
1733286675.671228,-4.5210723876953125,nan,nan,nan
1733286675.7813592,-4.5210723876953125,nan,nan,nan
1733286675.8899584,-4.5210723876953125,nan,nan,nan
1733286675.9987428,-4.5210723876953125,nan,nan,nan
1733286676.1080487,-4.518516540527344,nan,nan,nan
1733286676.217852,-4.518516540527344,nan,nan,nan
1733286676.3418884,-4.5210723876953125,nan,nan,nan
1733286676.4513192,-4.5210723876953125,nan,nan,nan
1733286676.560288,-4.518516540527344,nan,nan,nan
1733286676.668746,-4.515960693359375,nan,nan,nan
1733286676.7778473,-4.518516540527344,nan,nan,nan
1733286676.8866968,-4.523628234863281,nan,nan,nan
1733286676.9968226,-4.528739929199219,nan,nan,nan
1733286677.1041412,-4.528739929199219,nan,nan,nan
1733286677.2127264,-4.528739929199219,nan,nan,nan
1733286677.3218575,-4.528739929199219,nan,nan,nan
1733286677.4300764,-4.5312957763671875,nan,nan,nan
1733286677.5383997,-4.5312957763671875,nan,nan,nan
1733286677.645976,-4.528739929199219,nan,nan,nan
1733286677.7548292,-4.52618408203125,nan,nan,nan
1733286677.8642316,-4.523628234863281,nan,nan,nan
1733286677.972547,-4.5210723876953125,nan,nan,nan
1733286678.0811546,-4.523628234863281,nan,nan,nan
1733286678.1917336,-4.523628234863281,nan,nan,nan
1733286678.3008802,-4.5210723876953125,nan,nan,nan
1733286678.4110672,-4.5210723876953125,nan,nan,nan
1733286678.5184865,-4.5210723876953125,nan,nan,nan
1733286678.626565,-4.515960693359375,nan,nan,nan
1733286678.7364397,-4.515960693359375,nan,nan,nan
1733286678.8459272,-4.515960693359375,nan,nan,nan
1733286678.9550195,-4.515960693359375,nan,nan,nan
1733286679.0638402,-4.518516540527344,nan,nan,nan
1733286679.1737385,-4.518516540527344,nan,nan,nan
1733286679.2824843,-4.518516540527344,nan,nan,nan
1733286679.3909707,-4.523628234863281,nan,nan,nan
1733286679.5000105,-4.52618408203125,nan,nan,nan
1733286679.6089528,-4.52618408203125,nan,nan,nan
1733286679.7184417,-4.528739929199219,nan,nan,nan
1733286679.8279476,-4.5312957763671875,nan,nan,nan
1733286679.9373236,-4.5312957763671875,nan,nan,nan
1733286680.046739,-4.5312957763671875,nan,nan,nan
1733286680.1554985,-4.5312957763671875,nan,nan,nan
1733286680.2654548,-4.5312957763671875,nan,nan,nan
1733286680.3738904,-4.5312957763671875,nan,nan,nan
1733286680.4817717,-4.528739929199219,nan,nan,nan
1733286680.588746,-4.523628234863281,nan,nan,nan
1733286680.6981802,-4.523628234863281,nan,nan,nan
1733286680.8065767,-4.5210723876953125,nan,nan,nan
1733286680.9137015,-4.518516540527344,nan,nan,nan
1733286681.0228124,-4.518516540527344,nan,nan,nan
1733286681.131716,-4.5210723876953125,nan,nan,nan
1733286681.2412715,-4.523628234863281,nan,nan,nan
1733286681.352739,-4.523628234863281,nan,nan,nan
1733286681.460365,-4.5210723876953125,nan,nan,nan
1733286681.568405,-4.518516540527344,nan,nan,nan
1733286681.676393,-4.518516540527344,0.0,0.0,nan
1733286681.7853014,-4.518516540527344,nan,nan,nan
1733286681.8945203,-4.518516540527344,nan,nan,nan
1733286682.0036774,-4.518516540527344,nan,nan,nan
1733286682.1116385,-4.518516540527344,nan,nan,nan
1733286682.22113,-4.518516540527344,nan,nan,nan
1733286682.3303306,-4.515960693359375,nan,nan,nan
1733286682.439458,-4.515960693359375,nan,nan,nan
1733286682.5487616,-4.515960693359375,nan,nan,nan
1733286682.6571248,-4.515960693359375,nan,nan,nan
1733286682.7652967,-4.5134124755859375,nan,nan,nan
1733286682.8738172,-4.5134124755859375,nan,nan,nan
1733286682.9828188,-4.515960693359375,nan,nan,nan
